name,country,vertical,db_status,has_url
Melhor Taxa,Unknown,Unknown,FOUND,False
Mendel,Desconocido,BFM 👔,FOUND,True
Menos Juros,Unknown,Unknown,FOUND,False
Mercader Financial,[[méxico]],745ca1953642,FOUND,True
Mercado Easy,Unknown,Unknown,FOUND,False
Mercado En Linea,Unknown,Unknown,FOUND,True
Mercado En Línea,Desconocido,WealthTech 📈,FOUND,True
Mercado Pago,7187e2667b81,Payment / Neobanks,FOUND,True
Mercatório,Unknown,Unknown,FOUND,False
Mercofact,Unknown,Unknown,FOUND,False
Merite,Unknown,Unknown,FOUND,True
Merlata,Unknown,Unknown,FOUND,False
Meru,Desconocido,Activos Digitales 👾,FOUND,True
Mesclaseg,Unknown,Unknown,FOUND,False
Mesfix,Desconocido,Crowdfunding 👫,FOUND,True
Meu Câmbio,Unknown,Unknown,FOUND,False
Meu Patrimônio,Unknown,Unknown,FOUND,False
Meu Tudo,Unknown,Unknown,FOUND,False
Mexipay,Desconocido,Paytech 💳,FOUND,True
Mexpago,Desconocido,Paytech 💳,FOUND,True
Mezubo,Desconocido,Crédito Digital 💰,FOUND,True
Mhchem Extension,Unknown,Unknown,FOUND,False
Mi Compañero De Negocios,[[méxico]],745ca1953642,FOUND,True
Mi Pago Hoy,[[méxico]],745ca1953642,FOUND,True
Mi Sentinel,Unknown,Unknown,FOUND,False
Mibolsillo,Unknown,Unknown,FOUND,False
Midas,[[méxico]],745ca1953642,FOUND,True
Migrante,Unknown,Unknown,FOUND,True
Migration Tips,Unknown,Unknown,FOUND,False
Milio,Desconocido,Paytech ??,FOUND,True
Minka,Desconocido,Paytech ??,FOUND,True
Minsait,Unknown,Unknown,FOUND,False
Mio,Desconocido,Paytech 💳,FOUND,True
Mis Cuentas,Unknown,Unknown,FOUND,False
Mis Gastos Fijos,Unknown,Unknown,FOUND,False
Mis Propias Finanzas,Unknown,Unknown,FOUND,False
Misú,Unknown,Unknown,FOUND,False
Mmg,Unknown,Unknown,FOUND,False
Mo Tecnologias,Unknown,Unknown,FOUND,True
Mobility,Unknown,Unknown,FOUND,True
Mobills,Desconocido,BFM ??,FOUND,True
Modobank,Unknown,Unknown,FOUND,False
Modyo,Desconocido,BFM ??,FOUND,True
Momento,Desconocido,Fintech General,FOUND,True
Monabit,Desconocido,Activos Digitales 👾,FOUND,True
Monitor Dolar Venezuela,Unknown,Unknown,FOUND,False
Monkey Exchange,Unknown,Unknown,FOUND,False
Monnet Payment Solutions,Unknown,Unknown,FOUND,True
Monnet,Desconocido,Paytech 💳,FOUND,True
Monokera,Desconocido,Insurtech 🏆,FOUND,True
Monto,Desconocido,BFM 👔,FOUND,True
Mopago,Unknown,Unknown,FOUND,True
Morado,Unknown,Unknown,FOUND,False
More Configuration,Unknown,Unknown,FOUND,False
More Payment Evolution,Unknown,Unknown,FOUND,False
Moss.Earth,Desconocido,Activos Digitales 👾,FOUND,True
Moss,Unknown,Unknown,FOUND,False
Motorfy,Unknown,Unknown,FOUND,False
Movbank,Unknown,Unknown,FOUND,False
Movii,Desconocido,Paytech 💳,FOUND,True
Movil Servicios,Unknown,Unknown,FOUND,False
Movile Pay,Unknown,Unknown,FOUND,False
Movve Bank,Unknown,Unknown,FOUND,False
Mozper,Desconocido,Paytech 💳,FOUND,True
Mpf Invest,Desconocido,WealthTech 📈,FOUND,True
Mr Presta,[[méxico]],745ca1953642,FOUND,True
Mr. Change Plus,Unknown,Unknown,FOUND,False
Mrm Analytics,Unknown,Unknown,FOUND,False
Mskapital,[[méxico]],745ca1953642,FOUND,True
Mt Bank,Desconocido,Neobancos 📲,FOUND,True
Muevy,Desconocido,Open Finance 🔑,FOUND,True
Multiprestamo,Unknown,Unknown,FOUND,True
Multipréstamo,Desconocido,Crédito Digital 💰,FOUND,True
Multiriesgos,Unknown,Unknown,FOUND,False
Mundi,Desconocido,BFM 👔,FOUND,True
Muney App,Desconocido,Paytech 💳,FOUND,True
Muxi,Desconocido,Paytech 💳,FOUND,True
Myappsoftware,Unknown,Unknown,FOUND,False
Mytrebol,Unknown,Unknown,FOUND,True
Mytrébol,Desconocido,Neobancos 📲,FOUND,True
Máximo,Desconocido,Neobancos 📲,FOUND,True
N1Co,Desconocido,Neobancos 📲,FOUND,True
N1U,Desconocido,Paytech 💳,FOUND,True
Naga,Unknown,Unknown,FOUND,False
Namespaces,Unknown,Unknown,FOUND,False
Nano Capital,Unknown,Unknown,FOUND,False
Napsix Pay,Desconocido,Crédito Digital 💰,FOUND,True
Naranja X,Desconocido,Neobancos 📲,FOUND,True
Nat,Unknown,Unknown,FOUND,False
Navarra Tech,Unknown,Unknown,FOUND,False
Nearby,Unknown,Unknown,FOUND,False
Neat Pagos,Desconocido,Paytech 💳,FOUND,True
Negosy,Unknown,Unknown,FOUND,False
Neitec,Unknown,Unknown,FOUND,False
Neofin,Desconocido,Paytech 💳,FOUND,True
Neon,Unknown,Unknown,FOUND,True
Neosoft,Unknown,Unknown,FOUND,False
Nequi,Desconocido,Neobancos 📲,FOUND,True
Newpay,Unknown,Unknown,FOUND,False
Nexaas,Unknown,Unknown,FOUND,False
Nexu,Desconocido,Crédito Digital 💰,FOUND,True
Nexxdi ​​Sin Receta,Unknown,Unknown,FOUND,False
Nexxera,Unknown,Unknown,FOUND,False
Nft.Com,Unknown,Unknown,FOUND,False
Ng.Cash,Desconocido,Neobancos 📲,FOUND,True
Nicaragua,Unknown,Unknown,FOUND,True
Niiw Tecnologia,Unknown,Unknown,FOUND,False
Nikos,Unknown,Unknown,FOUND,False
Niky,Unknown,Unknown,FOUND,False
Niubiz,Desconocido,Paytech ??,FOUND,True
Nium,Unknown,Unknown,FOUND,True
Nix,Unknown,Unknown,FOUND,False
Nkfinance,Unknown,Unknown,FOUND,False
Nobli,Unknown,Unknown,FOUND,False
Nocartorio,Unknown,Unknown,FOUND,False
Noconflict,Unknown,Unknown,FOUND,False
Nodeman S.A.S. De C.V.,Unknown,Unknown,FOUND,False
Nodes,Unknown,Unknown,FOUND,False
Noh,Desconocido,Paytech ??,FOUND,True
Nomad,Desconocido,Neobancos ??,FOUND,True
Nombre De La Nota,Unknown,Unknown,FOUND,False
Nominow,[[méxico]],745ca1953642,FOUND,True
Noodle,Desconocido,Crédito Digital ??,FOUND,True
Northdev,Unknown,Unknown,FOUND,False
Northway Services,Unknown,Unknown,FOUND,False
Note,Unknown,Unknown,FOUND,False
Notolytix,Unknown,Unknown,FOUND,False
Notreve,Unknown,Unknown,FOUND,False
Novacard,[[méxico]],745ca1953642,FOUND,True
Novadax,Desconocido,Activos Digitales ??,FOUND,True
Novafianza,Unknown,Unknown,FOUND,False
Novatec Solutions,Unknown,Unknown,FOUND,False
Novopayment,Desconocido,Paytech ??,FOUND,True
Now Invex,Desconocido,Neobancos ??,FOUND,True
Now Seguros,Desconocido,Fintech General,FOUND,True
Npk Soluções,Unknown,Unknown,FOUND,False
Npm Run-Script,Unknown,Unknown,FOUND,False
Ntokens,Unknown,Unknown,FOUND,False
Nubank,Unknown,Unknown,FOUND,True
Nuvei,Unknown,Unknown,FOUND,False
Nvax,[[méxico]],745ca1953642,FOUND,True
Nvio,Desconocido,Paytech 💳,FOUND,True
O Financeiro Online,Unknown,Unknown,FOUND,False
Obliterator,Unknown,Unknown,FOUND,False
Obten Más,[[méxico]],745ca1953642,FOUND,True
Octa Scd,Unknown,Unknown,FOUND,False
Ofx,Unknown,Unknown,FOUND,False
Ohsipay,Unknown,Unknown,FOUND,False
Oinc,Unknown,Unknown,FOUND,False
Okto,Unknown,Unknown,FOUND,False
Older Versions,Unknown,Unknown,FOUND,False
Olivex,Unknown,Unknown,FOUND,False
Omie,d29492233673,BFM ??,FOUND,True
Omnibnk,Unknown,Unknown,FOUND,True
On Digital,Unknown,Unknown,FOUND,False
Online Ips,Unknown,Unknown,FOUND,False
Onlypay,Desconocido,Paytech ??,FOUND,True
Open Co,Desconocido,Crédito Digital 💰,FOUND,True
Open2Banking,Unknown,Unknown,FOUND,False
Openbank,Desconocido,Neobancos 📲,FOUND,True
Openbox.Ai,Unknown,Unknown,FOUND,False
Openpay,Desconocido,Paytech 💳,FOUND,True
Oppens,Unknown,Unknown,FOUND,False
Option,Unknown,Unknown,FOUND,False
Options,Unknown,Unknown,FOUND,False
Orama,Unknown,Unknown,FOUND,False
Ordinal Scales,Unknown,Unknown,FOUND,False
Organizations,Unknown,Unknown,FOUND,False
Organizze,Unknown,Unknown,FOUND,True
Organízate Bcp,Unknown,Unknown,FOUND,True
Originalmy,Unknown,Unknown,FOUND,True
Orobank,Unknown,Unknown,FOUND,False
Osayk,Unknown,Unknown,FOUND,True
Otc Digitra,Unknown,Unknown,FOUND,False
Other Notes,Unknown,Unknown,FOUND,False
Otse,Unknown,Unknown,FOUND,False
Out Red,Unknown,Unknown,FOUND,False
Overizon,Unknown,Unknown,FOUND,False
Override Exit Handling,Unknown,Unknown,FOUND,False
Overview,Unknown,Unknown,FOUND,False
Ozon,[[méxico]],745ca1953642,FOUND,True
Pack,Unknown,Unknown,FOUND,False
Pacto,Desconocido,Paytech 💳,FOUND,True
Pag Agro,Unknown,Unknown,FOUND,False
Pag Útil,Unknown,Unknown,FOUND,False
Pagadores,Unknown,Unknown,FOUND,False
Pagaleve,Desconocido,Crédito Digital 💰,FOUND,True
Pagalo Online,Unknown,Unknown,FOUND,False
Pagaloop,Desconocido,BFM 👔,FOUND,True
Pagando,Desconocido,Paytech 💳,FOUND,True
Paganza,Unknown,Unknown,FOUND,False
Pagaqui,Desconocido,Paytech 💳,FOUND,True
Pagatodo,Unknown,Unknown,FOUND,True
Pagazul,Unknown,Unknown,FOUND,False
Pagcartão,Unknown,Unknown,FOUND,False
Pagcripto,Unknown,Unknown,FOUND,False
Pagg7,Unknown,Unknown,FOUND,False
Paggue,Unknown,Unknown,FOUND,True
Pago Express,Unknown,Unknown,FOUND,True
Pago Fácil,Desconocido,Paytech 💳,FOUND,True
Pagoefectivo,Desconocido,Paytech 💳,FOUND,True
Pagolisto,Unknown,Unknown,FOUND,False
Pagolivre,Desconocido,Paytech ??,FOUND,True
Pagonxt,Desconocido,Paytech 💳,FOUND,True
Pagopar,Unknown,Unknown,FOUND,False
Pagos Y Remesas,Unknown,Unknown,FOUND,False
Pagosnet,Unknown,Unknown,FOUND,False
Pagosplus,Unknown,Unknown,FOUND,False
Pagsmile,Desconocido,Paytech ??,FOUND,True
Pague Com Bitcoin,Unknown,Unknown,FOUND,False
Pagueon,Unknown,Unknown,FOUND,False
Pagueveloz,Unknown,Unknown,FOUND,False
Pagui,Desconocido,Paytech ??,FOUND,True
Paio,Unknown,Unknown,FOUND,False
Paiper,Unknown,Unknown,FOUND,False
Paketá,d29492233673,Crédito Digital ??,FOUND,True
Pako,Desconocido,Paytech ??,FOUND,True
Palenca,Desconocido,BFM ??,FOUND,True
Palgo Perú,Unknown,Unknown,FOUND,False
Palomma,Desconocido,Paytech ??,FOUND,True
Pandapay,Unknown,Unknown,FOUND,False
Pantore Pay,Desconocido,Fintech General,FOUND,True
Papers,Unknown,Unknown,FOUND,False
Paq Wallet,Desconocido,Paytech 💳,FOUND,True
Paraguay,Unknown,Unknown,FOUND,True
Parcela Express,Unknown,Unknown,FOUND,False
Parceladousa,Unknown,Unknown,FOUND,False
Parcelecart,Unknown,Unknown,FOUND,True
Parfin,Desconocido,Activos Digitales 👾,FOUND,True
Parsa,Unknown,Unknown,FOUND,False
Parsing Configuration,Unknown,Unknown,FOUND,False
Parsing Yaml,Unknown,Unknown,FOUND,True
Partition,Unknown,Unknown,FOUND,True
Pasanaq,Desconocido,Crédito Digital 💰,FOUND,True
Pasaporte,Unknown,Unknown,FOUND,False
Passport,Unknown,Unknown,FOUND,True
Paths.Cache,Unknown,Unknown,FOUND,False
Paths.Config,Unknown,Unknown,FOUND,True
Paths.Data,Unknown,Unknown,FOUND,False
Paths.Log,Unknown,Unknown,FOUND,False
Paths.Temp,Unknown,Unknown,FOUND,False
Patrimore,Desconocido,PFM 💰,FOUND,True
Pawer,Desconocido,Insurtech 🏆,FOUND,True
Pay Capital,Unknown,Unknown,FOUND,False
Pay Livre,Unknown,Unknown,FOUND,False
Pay To Perú,Unknown,Unknown,FOUND,False
Pay-Me,Unknown,Unknown,FOUND,False
Pay2All,[[Brasil]],Paytech ??,FOUND,True
Pay4Fun,Unknown,Unknown,FOUND,False
Paycash,Desconocido,Paytech 💳,FOUND,True
Payco,Unknown,Unknown,FOUND,False
Payface,Desconocido,Paytech 💳,FOUND,True
Payfy,Unknown,Unknown,FOUND,False
Paygo Perú,Unknown,Unknown,FOUND,False
Paygoal,Desconocido,Paytech 💳,FOUND,True
Payku,Desconocido,Paytech 💳,FOUND,True
Paymee,Unknown,Unknown,FOUND,False
Payment Latam,Unknown,Unknown,FOUND,False
Paymentez,Unknown,Unknown,FOUND,False
Paymon,Desconocido,BFM 👔,FOUND,True
Paymovil,Unknown,Unknown,FOUND,True
Paymóvil,Desconocido,Paytech 💳,FOUND,True
Paynet,Unknown,Unknown,FOUND,False
Paynom,Desconocido,BFM 👔,FOUND,True
Payqubit,Unknown,Unknown,FOUND,False
Payretailers,Desconocido,Paytech 💳,FOUND,True
Paysafe,Desconocido,Paytech 💳,FOUND,True
Paysales,Unknown,Unknown,FOUND,False
Paysmart,Unknown,Unknown,FOUND,False
Paytime,Desconocido,Paytech 💳,FOUND,True
Paytrack,Desconocido,BFM 👔,FOUND,True
Payválida,Desconocido,Paytech 💳,FOUND,True
Payway,Desconocido,PFM 💰,FOUND,True
Payzen,Unknown,Unknown,FOUND,False
Payzu.Io,Unknown,Unknown,FOUND,False
Peak Invest,Unknown,Unknown,FOUND,False
People Tech Latin,Unknown,Unknown,FOUND,False
Performance,Unknown,Unknown,FOUND,False
Permutations,Unknown,Unknown,FOUND,False
Personal Pay,Desconocido,Paytech 💳,FOUND,True
Perucash,Unknown,Unknown,FOUND,False
Petbank,Unknown,Unknown,FOUND,False
Phyllon Bank,Unknown,Unknown,FOUND,False
PicPay,Desconocido,Neobancos ??,FOUND,True
Picsel,Unknown,Unknown,FOUND,False
Pideaky,Desconocido,Crédito Digital 💰,FOUND,True
Piecewise,Unknown,Unknown,FOUND,False
Pies,Unknown,Unknown,FOUND,False
Piggo,Unknown,Unknown,FOUND,False
Pignora,Unknown,Unknown,FOUND,False
Pik,Unknown,Unknown,FOUND,False
Piki Digital,Unknown,Unknown,FOUND,False
Pilotin,Desconocido,Open Finance ??,FOUND,True
Pinguino,Unknown,Unknown,FOUND,False
Pismo,Desconocido,Paytech ??,FOUND,True
Pitzi,Desconocido,Crédito Digital,FOUND,True
Pixelpay,Unknown,Unknown,FOUND,False
Plantão À Vista,Unknown,Unknown,FOUND,False
Plata Card,Desconocido,Crédito Digital ??,FOUND,True
Plata Perú,Unknown,Unknown,FOUND,False
Plata,Unknown,Unknown,FOUND,False
Platam,Unknown,Unknown,FOUND,False
Plenti,Desconocido,Activos Digitales ??,FOUND,True
Plerk,Desconocido,Paytech ??,FOUND,True
Plexo,Desconocido,Paytech ??,FOUND,True
Plugpay,Unknown,Unknown,FOUND,False
Plurall,Desconocido,Neobancos 📲,FOUND,True
Pluxee,[[méxico]],745ca1953642,FOUND,True
Pmi Americas,Unknown,Unknown,FOUND,False
Point Scales,Unknown,Unknown,FOUND,False
Polopay,Desconocido,Paytech 💳,FOUND,True
Pommi,Desconocido,Crédito Digital ??,FOUND,True
Portal,Unknown,Unknown,FOUND,False
Porti Saúde,Unknown,Unknown,FOUND,False
Ports To Other Languages,Unknown,Unknown,FOUND,False
Portão 3,Desconocido,Paytech ??,FOUND,True
Posfacil,Unknown,Unknown,FOUND,False
Positioning,Unknown,Unknown,FOUND,True
Power Scales,Unknown,Unknown,FOUND,False
Powerset,Unknown,Unknown,FOUND,False
Powpay,Unknown,Unknown,FOUND,False
Prami,Desconocido,Crédito Digital 💰,FOUND,True
Pravaler,Desconocido,Crédito Digital 💰,FOUND,True
Presta En Línea,Desconocido,Crédito Digital 💰,FOUND,True
Prestaclub,Unknown,Unknown,FOUND,False
Prestadero,Desconocido,Prestadero,FOUND,True
Prestamo Feliz,Desconocido,Crédito Digital 💰,FOUND,True
Prestanmico,[[méxico]],745ca1953642,FOUND,True
Prestanza,Unknown,Unknown,FOUND,False
Prestapolis,Desconocido,Crédito Digital 💰,FOUND,True
Prestapyme,Unknown,Unknown,FOUND,True
Prex,Desconocido,Paytech 💳,FOUND,True
Prexagio,Unknown,Unknown,FOUND,False
Preztamos.Com,Desconocido,Crédito Digital ??,FOUND,True
Preztamos,Unknown,Unknown,FOUND,False
Prezto,[[méxico]],745ca1953642,FOUND,True
Preâmbulobank,Unknown,Unknown,FOUND,False
Primetime,[[méxico]],Paytech ??,FOUND,True
Printing Calculator,Unknown,Unknown,FOUND,False
Prisma Campaigns,Unknown,Unknown,FOUND,False
Prissoftware,Unknown,Unknown,FOUND,False
Prizmapay,Unknown,Unknown,FOUND,False
Produzindo Certo,Unknown,Unknown,FOUND,False
Profitfy,Unknown,Unknown,FOUND,False
Prometeo,Desconocido,Open Finance ??,FOUND,True
Prontopaga,Desconocido,Paytech ??,FOUND,True
Propaga.,[[méxico]],745ca1953642,FOUND,True
Proscore,Unknown,Unknown,FOUND,False
Proteo,Unknown,Unknown,FOUND,False
Provis,Unknown,Unknown,FOUND,False
Provu,Desconocido,Crédito Digital 💰,FOUND,True
Proxima,Unknown,Unknown,FOUND,False
Préstamos Online,Unknown,Unknown,FOUND,False
Puerto Rico,Unknown,Unknown,FOUND,False
Pulpi,[[méxico]],745ca1953642,FOUND,True
Punto Clave,Desconocido,Paytech 💳,FOUND,True
Puntored,Desconocido,Paytech 💳,FOUND,True
Pushin Pay,Unknown,Unknown,FOUND,False
Págalo,Desconocido,PFM 💰,FOUND,True
Qgx Digital,Unknown,Unknown,FOUND,False
Qik,Desconocido,Neobancos 📲,FOUND,True
Qipu Finance,Unknown,Unknown,FOUND,False
Qipu,Unknown,Unknown,FOUND,False
Qive,Desconocido,BFM 👔,FOUND,True
Qnt,Unknown,Unknown,FOUND,False
Quads Pay,Unknown,Unknown,FOUND,False
Quant Capital,[[méxico]],745ca1953642,FOUND,True
Quantile Scales,Unknown,Unknown,FOUND,False
Quantize Scales,Unknown,Unknown,FOUND,False
Quanto Sobra,Unknown,Unknown,FOUND,False
Quasar Flash,Unknown,Unknown,FOUND,False
Quash,Desconocido,Crédito Digital 💰,FOUND,True
Quero Financiar,Unknown,Unknown,FOUND,False
Quero Quitar,Unknown,Unknown,FOUND,False
Queseguro.Co 🔍,Desconocido,Insurtech 🏆,FOUND,True
Quick Digital Bank,Unknown,Unknown,FOUND,True
Quick Start,Unknown,Unknown,FOUND,False
Quintoandar,Unknown,Unknown,FOUND,False
Quipu,Desconocido,Crédito Digital 💰,FOUND,True
Quita Boletos,Unknown,Unknown,FOUND,False
Quod,Desconocido,Activos Digitales 👾,FOUND,True
R2 Capital,Unknown,Unknown,FOUND,False
Racional,Desconocido,Activos Digitales 👾,FOUND,True
Radar,Desconocido,PFM 💰,FOUND,True
Radial Scales,Unknown,Unknown,FOUND,False
Raincoat,Desconocido,Insurtech 🏆,FOUND,True
Raketo,Unknown,Unknown,FOUND,False
Ranges,Unknown,Unknown,FOUND,False
Rapidoo,Desconocido,BFM 👔,FOUND,True
Rappibank,Desconocido,Crédito Digital,FOUND,True
Rappicard,Desconocido,Crédito Digital 💰,FOUND,True
Rappipay,Desconocido,Paytech 💳,FOUND,True
Rapyd,Unknown,Unknown,FOUND,False
Ras Serviços,Unknown,Unknown,FOUND,False
Raw Asap,Unknown,Unknown,FOUND,False
Rayo,Unknown,Unknown,FOUND,False
Rayros,Unknown,Unknown,FOUND,False
Rebajatuscuentas.Com,Unknown,Unknown,FOUND,False
Rebel,Desconocido,Crédito Digital 💰,FOUND,True
Rebill,Desconocido,Paytech 💳,FOUND,True
Recargapay,Desconocido,Paytech 💳,FOUND,True
Recaudo Ai,Unknown,Unknown,FOUND,False
Recuperador Crm,Unknown,Unknown,FOUND,False
Recuperi,Unknown,Unknown,FOUND,False
Recuprate,[[méxico]],745ca1953642,FOUND,True
Red Abierta,Unknown,Unknown,FOUND,False
Redcaptial,Desconocido,Crédito Digital 💰,FOUND,True
Redgirasol,[[México]],Crowdfunding ??,FOUND,True
References  Thanks,Unknown,Unknown,FOUND,False
Referencia,Unknown,Unknown,FOUND,True
Refinancia,Desconocido,Regtech ⚙️,FOUND,True
Refácil,Desconocido,Paytech 💳,FOUND,True
Regcheq,Unknown,Unknown,FOUND,False
Relif,Desconocido,PFM 💰,FOUND,True
Remessa Online,Desconocido,Paytech 💳,FOUND,True
Rendafin,[[méxico]],745ca1953642,FOUND,True
Reporting A Vulnerability,Unknown,Unknown,FOUND,False
Required Option,Unknown,Unknown,FOUND,False
Reserve,Unknown,Unknown,FOUND,False
Resources,Unknown,Unknown,FOUND,False
Retiro Fácil De Efectivo,Desconocido,Sora,FOUND,True
Retorna,Desconocido,Paytech 💳,FOUND,True
Retrypay,Desconocido,Paytech 💳,FOUND,True
Reval,Unknown,Unknown,FOUND,True
Revo360,Unknown,Unknown,FOUND,False
Revolut,Desconocido,Neobancos 📲,FOUND,True
Reworth,Desconocido,Paytech 💳,FOUND,True
Rexi Finanzas,Unknown,Unknown,FOUND,False
Rheoli,Unknown,Unknown,FOUND,False
Ribo,Unknown,Unknown,FOUND,True
Ridivi,Desconocido,Paytech 💳,FOUND,True
Rio,Desconocido,Activos Digitales 👾,FOUND,True
Riodefi,Desconocido,Activos Digitales ??,FOUND,True
Ripio,Desconocido,Activos Digitales ??,FOUND,True
Riqra,Desconocido,BFM ??,FOUND,True
Risko,Unknown,Unknown,FOUND,False
Risktech,Unknown,Unknown,FOUND,False
Rivium,[[méxico]],Paytech ??,FOUND,True
Robust-Predicates,Unknown,Unknown,FOUND,False
Robustness,Unknown,Unknown,FOUND,False
Roddos,Desconocido,Crédito Digital 💰,FOUND,True
Roitbank,Unknown,Unknown,FOUND,False
Ropikash,Unknown,Unknown,FOUND,False
Royal Capital,Unknown,Unknown,FOUND,False
Ruvo,Desconocido,Activos Digitales 👾,FOUND,True
Ryze Capital,Unknown,Unknown,FOUND,False
S.A. De C.V.,Unknown,Unknown,FOUND,False
S3 Bank,Unknown,Unknown,FOUND,False
Sacscloud,Desconocido,Paytech ??,FOUND,True
Safe2Pay,Unknown,Unknown,FOUND,False
Safepag,Unknown,Unknown,FOUND,False
Salevale Lo Vale.,[[méxico]],745ca1953642,FOUND,True
Samaha Bank,Unknown,Unknown,FOUND,False
Sami,Desconocido,Insurtech ??,FOUND,True
Samvidha,Unknown,Unknown,FOUND,False
Saque E Pague,Unknown,Unknown,FOUND,False
Satoshi Tango,Desconocido,Activos Digitales ??,FOUND,True
Sb Financial Services,[[méxico]],745ca1953642,FOUND,True
Scanntech,Desconocido,Activos Digitales ??,FOUND,True
Scicrop,Unknown,Unknown,FOUND,False
Scotia,Unknown,Unknown,FOUND,False
Search,Unknown,Unknown,FOUND,False
Seguro Canguro,Desconocido,Insurtech ??,FOUND,True
Seguro X Kilometro,Unknown,Unknown,FOUND,True
Seguro X Kilómetro,[[méxico]],Insurtech ??,FOUND,True
Sekure,Desconocido,Insurtech ??,FOUND,True
Selki,Unknown,Unknown,FOUND,False
Sem Parar,Desconocido,Paytech ??,FOUND,True
Sempli,[[Colombia]],Crédito Digital ??,FOUND,True
Sensedia,Unknown,Unknown,FOUND,False
Senseinode,Desconocido,Activos Digitales ??,FOUND,True
Seos Energy,Unknown,Unknown,FOUND,False
Sequential Scales,Unknown,Unknown,FOUND,True
Serfinsa,Unknown,Unknown,FOUND,False
Serveloja,Unknown,Unknown,FOUND,False
Servicios Financieros,Desconocido,Unit,FOUND,True
Servipag,Unknown,Unknown,FOUND,False
Servisenior.Com,Desconocido,Insurtech ??,FOUND,True
Sets,Unknown,Unknown,FOUND,False
Setscope,Unknown,Unknown,FOUND,False
Seu Crédito No Click,Unknown,Unknown,FOUND,False
Shareppy Internacional,Unknown,Unknown,FOUND,False
Sheriff,Desconocido,Regtech ??,FOUND,True
Shift,Unknown,Unknown,FOUND,False
Shinkansen,Desconocido,Paytech ??,FOUND,True
Sibi,Unknown,Unknown,FOUND,False
Siembro,Desconocido,Crédito Digital ??,FOUND,True
Sillegas,[[méxico]],745ca1953642,FOUND,True
Simetrik,Desconocido,Paytech ??,FOUND,True
Similtech,Unknown,Unknown,FOUND,False
Simple,Unknown,Unknown,FOUND,False
Simple2U Seguros,Desconocido,Insurtech ??,FOUND,True
Simplee Seguros,[[méxico]],Insurtech ??,FOUND,True
Simplestate,Desconocido,WealthTech ??,FOUND,True
Simplic,Unknown,Unknown,FOUND,False
Simplyfund,Unknown,Unknown,FOUND,False
Simulation,Unknown,Unknown,FOUND,False
Sisgrc,Unknown,Unknown,FOUND,False
Sistecredito,[[méxico]],663f028b8d6f,FOUND,True
Sistecrédito,Desconocido,Crédito Digital 💰,FOUND,True
Size,Unknown,Unknown,FOUND,False
Sky Otc,Unknown,Unknown,FOUND,False
Skyblue Analytics,Desconocido,WealthTech 📈,FOUND,True
Sled,Unknown,Unknown,FOUND,False
Slice,Desconocido,Paytech 💳,FOUND,True
Slid,Desconocido,Slid,FOUND,True
Slightpay,[[méxico]],745ca1953642,FOUND,True
Smart Pyme,Desconocido,BFM 👔,FOUND,True
Smartbrain,Unknown,Unknown,FOUND,False
Smartfastpay,Unknown,Unknown,FOUND,False
Smartpay,Unknown,Unknown,FOUND,False
Smarttbot,Unknown,Unknown,FOUND,False
Smu,Unknown,Unknown,FOUND,False
Sociiz,Unknown,Unknown,FOUND,False
Sofia,Unknown,Unknown,FOUND,True
Softseguros,Desconocido,Insurtech 🏆,FOUND,True
Sofía,Desconocido,Insurtech 🏆,FOUND,True
Solfinanzas,Unknown,Unknown,FOUND,False
Solfácil,Desconocido,Crédito Digital 💰,FOUND,True
Soltech Tecnologia,Unknown,Unknown,FOUND,False
Solventa,Desconocido,Crédito Digital 💰,FOUND,True
Solvento,Desconocido,BFM 👔,FOUND,True
Solvo.,[[méxico]],745ca1953642,FOUND,True
Somapay,Desconocido,BFM 👔,FOUND,True
Some,Unknown,Unknown,FOUND,False
Sommos,Unknown,Unknown,FOUND,False
Sonda,Unknown,Unknown,FOUND,False
Soy Yo,Desconocido,Paytech 💳,FOUND,True
Spark Analytics,Unknown,Unknown,FOUND,False
Spin By Oxxo,Desconocido,Paytech 💳,FOUND,True
Spin Pay,Unknown,Unknown,FOUND,False
Splines,Unknown,Unknown,FOUND,False
Split Risk,Desconocido,Insurtech 🏆,FOUND,True
Split,Unknown,Unknown,FOUND,False
Sproutfi,Desconocido,WealthTech 📈,FOUND,True
Sqalapay,Unknown,Unknown,FOUND,False
Sr.Pago,Desconocido,Paytech 💳,FOUND,True
Stable,Desconocido,Paytech 💳,FOUND,True
Stack Offsets,Unknown,Unknown,FOUND,False
Stack Orders,Unknown,Unknown,FOUND,False
Stacks,Unknown,Unknown,FOUND,False
Stark Bank,Desconocido,Regtech ⚙️,FOUND,True
Statistics,Unknown,Unknown,FOUND,False
Stax,Desconocido,Paytech ??,FOUND,True
Stay,Desconocido,BFM 👔,FOUND,True
Stelo,Desconocido,Paytech ??,FOUND,True
Stori,Desconocido,Crédito Digital ??,FOUND,True
Straat,Desconocido,Stream,FOUND,True
Stratify,Unknown,Unknown,FOUND,False
Strazer,Unknown,Unknown,FOUND,False
Streaming Api,Unknown,Unknown,FOUND,False
Stripe,Unknown,Unknown,FOUND,False
Sueños,Unknown,Unknown,FOUND,False
Suffix,Unknown,Unknown,FOUND,False
Sufinc,[[méxico]],745ca1953642,FOUND,True
Suitcoin,Unknown,Unknown,FOUND,False
Sulbrasil Digital,Unknown,Unknown,FOUND,False
